date,symbol,event,prior_regime,detector,fwd_5,fwd_10,fwd_20,fwd_40
2025-06-04,ABL,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.021666666666666723,-0.053333333333333344,-0.10166666666666668,-0.11833333333333329
2025-06-04,ABLLL,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.09584724659626498,0.08972030512168527,0.08972030512168527,0.08972030512168527
2024-05-30,ABLV,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.16363636363636358,-0.036363636363636376,-0.045454545454545525,0.06372727272727263
2024-06-07,ABM,SOS_after_MARKDOWN,MARKDOWN,contextual_event,-0.0347467608951707,0.006478209658421719,-0.03867294856694148,0.02394974479780121
2024-04-11,ABNB,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.032160560996251975,-0.01456897594003137,-0.11105065892878718,-0.11340829403941477
2025-07-25,ABP,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.24508560558021564,-0.22003804692454032,-0.21052631578947367,-0.2466708941027267
2024-04-23,ABR,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.02803030303030296,0.01969696969696977,0.04469696969696968,0.06818181818181812
2024-03-04,ABSI,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.181184668989547,-0.18815331010452963,-0.10452961672473882,-0.17421602787456447
2024-06-17,ABSI,SOW_after_MARKUP,MARKUP,contextual_event,-0.1378299120234605,-0.12903225806451613,0.28445747800586507,0.09384164222873892
2025-06-24,ABT,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.013180764774044174,-0.03519698725376608,-0.08871668597914262,-0.04084588644264209
2025-10-01,ABTS,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.050632911392405,-0.3427458617332034,-0.3476144109055501,-0.430379746835443
2025-12-10,ABVX,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.13102799341331461,0.13941817611542384,,
2025-10-09,ABXB,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.001961525494723171,0.0052818160456873375,0.0055372230111458975,0.012177804113073787
2024-11-12,ACA,SOS_after_MARKDOWN,MARKDOWN,contextual_event,0.013226491600695223,0.05068546051361267,0.04238269936281136,-0.10252944583896506
2024-05-09,ACAD,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.02366863905325456,0.021696252465483123,-0.02103879026955957,0.12623274161735698
2025-08-12,ACAD,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.018860510805500996,0.010609037328094262,-0.06483300589390961,-0.16267190569744605
2024-11-11,ACCO,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.08702531645569633,-0.05696202531645578,-0.020569620253164556,-0.20569620253164567
2024-05-22,ACES,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.017650834403080795,0.012516046213093768,-0.0905006418485238,-0.02182284980744542
2025-04-10,ACET,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.17602326101543286,0.31022142697383126,0.36412435696712153,0.7195258331469472
2024-07-03,ACGL,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.0066564260112648155,0.006041986687147949,-0.005632360471070297,0.15524833589349707
2024-02-29,ACHV,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.08148148148148149,0.10123456790123453,0.12222222222222223,0.13827160493827173
2025-10-06,ACI,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.008928571428571397,0.1702380952380953,0.04702380952380958,0.0625
2024-05-10,ACIC,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.08045977011494254,-0.010673234811165777,-0.09770114942528729,-0.14860426929392456
2024-10-07,ACIC,SOW_after_MARKUP,MARKUP,contextual_event,0.08535300316122241,0.1001053740779767,0.2581664910432033,0.39831401475237094
2024-05-01,ACLS,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.09596853490658797,0.11052114060963603,0.11779744346116039,0.3981317600786627
2024-10-08,ACLX,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.11205936920222648,0.11886209029066164,0.07755102040816331,0.061842918985776096
2024-03-01,ACMR,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.1105868475375994,-0.20053081686818042,-0.1058684753759952,-0.2117369507519905
2024-07-18,ACMR,SOW_after_MARKUP,MARKUP,contextual_event,-0.11500236630383343,-0.23000473260766685,-0.03880738286796026,-0.2049219119734973
2025-08-01,ACN,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.06331988878881634,-0.0327368132513608,0.018013079061753645,-0.03277597211888639
2025-03-28,ACON,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.10726072607260717,-0.3127062706270627,-0.4352310231023102,-0.43234323432343236
2025-12-03,ACR,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.03374777975133214,0.059946714031971604,,
2024-11-06,ACRE,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.09707241910631748,0.09399075500770415,0.07550077041602465,-0.06317411402157169
2024-12-05,ACSI,SOS_after_MARKDOWN,MARKDOWN,contextual_event,0.008740516801533538,-0.025194750285707834,-0.026103929338349707,0.00926186423032127
2024-03-15,ACTG,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,0.12043010752688166,0.14193548387096766,0.06451612903225801,0.10860215053763445
2024-11-12,ACTG,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.025522041763341052,0.044083526682134666,0.05104408352668233,0.0023201856148493682
2024-10-28,ACTU,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.04983748645720487,-0.028169014084507005,-0.008667388949079147,-0.18418201516793065
2024-04-19,ACU,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.0653188180404356,0.10290305857957494,0.015552099533437058,-0.12441679626749602
2025-10-10,ACVA,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.01298701298701288,0.12278630460448636,-0.36245572609208976,-0.04132231404958697
2025-04-08,ACWX,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.09963621665319322,0.1265157639450285,0.16774454324979793,0.21928051738075993
2024-04-01,ADAG,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.12654320987654322,-0.19753086419753085,-0.3055555555555556,-0.2191358024691359
2025-04-07,ADBE,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.029967713530965723,0.027032579982389393,0.12409744643381293,0.2148811270912827
2025-06-17,ADBG,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.02204261572373256,-0.027185892725936744,-0.10213078618662741,-0.19250551065393084
2024-03-13,ADCT,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,0.21282051282051295,0.0769230769230771,0.19999999999999996,0.17179487179487185
2024-11-07,ADCT,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.0955631399317407,-0.33788395904436863,0.06825938566552892,-0.31740614334470996
2024-04-23,ADEA,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.05202312138728338,0.06262042389209999,0.1348747591522157,0.061657032755298546
2024-02-28,ADIL,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.31481481481481466,0.08024691358024683,-0.13580246913580263,0.06790123456790109
2024-04-30,ADM,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.04994885782475289,0.051312649164677815,0.02335492669621564,0.03324241391067173
2024-11-05,ADM,SOW_after_MARKUP,MARKUP,contextual_event,-0.010961538461538467,0.01903846153846156,-0.004423076923076863,-0.03750000000000009
2024-08-09,ADMA,SOS_after_MARKDOWN,MARKDOWN,contextual_event,0.09962406015037595,0.1528822055137844,0.15162907268170422,0.2644110275689222
2024-11-06,ADNT,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.07497467071935149,-0.03444782168186422,-0.012664640324214771,-0.11398176291793316
2025-03-04,ADP,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.06699846860643188,-0.05586396120469628,-0.02201378254211328,-0.04096477794793252
2024-05-13,ADPV,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.028507511430437615,0.030006531678641313,-0.02361528412802094,0.019830176355323248
2025-06-03,ADSE,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.17666666666666675,0.3811111111111112,0.3866666666666667,0.4277777777777778
2025-07-24,ADT,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.03690888119953872,-0.025374855824682907,-0.0034602076124566894,-0.011534025374855816
2024-05-07,ADTN,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.08163265306122458,-0.009276437847866359,-0.007421150278293154,-0.03710575139146555
2025-01-08,ADTN,SOS_after_MARKDOWN,MARKDOWN,contextual_event,-0.03431839847473783,-0.01715919923736886,0.059103908484270606,-0.19065776930409917
2024-08-07,ADTX,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.13953488372093015,-0.2325581395348838,-0.6596899224806201,0.5038759689922481
2025-10-03,ADUR,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.08084824387011258,-0.03048376408217357,-0.055003313452617664,-0.16302186878727631
2024-07-18,ADUS,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.015936923335010844,0.02289884247609475,0.09503439020298621,0.09151149136050996
2025-03-07,ADV,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.2093023255813954,-0.1813953488372093,-0.39534883720930225,-0.38139534883720927
2025-07-07,AEG,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,0.0,0.0028169014084507005,-0.008450704225352101,0.08028169014084519
2024-07-10,AEHL,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.33333333333333326,-0.26923076923076916,-0.5311355311355311,-0.6611721611721612
2025-01-07,AEHL,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.2828498293515358,-0.32039249146757676,-0.4500853242320819,-0.4901877133105802
2025-09-22,AEHR,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.06394097755917616,-0.027051952044266914,-0.11466338764217643,-0.3830310482631417
2025-09-10,AEI,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.33613445378151274,0.1512605042016808,0.23949579831932777,0.13445378151260523
2025-10-02,AEM,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.03812299274414177,0.10336624241703363,-0.032889258950874134,0.037409301772332704
2024-12-27,AENT,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.1725714285714286,-0.44114285714285717,-0.2777142857142857,-0.5485714285714285
2025-12-15,AEO,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.007034431691965937,,,
2025-10-07,AEP,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.001861882193635811,-0.006178063642518494,0.018111035883547677,-0.0008463100880161667
2025-11-05,AER,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.030232732170919707,-0.008830352465763691,0.047070268652248615,
2024-05-15,AERT,SOW_after_MARKUP,MARKUP,contextual_event,0.03703703703703698,0.051851851851851816,0.10370370370370363,0.8518518518518516
2024-03-05,AES,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.013003095975232193,-0.037770897832817285,0.1083591331269349,0.1250773993808052
2025-04-24,AETH,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.044922988105899675,0.19914291423961394,0.4837316537018259,0.31837997468710455
2024-04-29,AEYE,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.28055022392834283,0.25335892514395386,0.5355086372360844,0.12412028150991672
2024-04-01,AFBI,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.024575242718446688,0.00030339805825230215,0.01759708737864063,0.046419902912621325
2025-08-19,AFCG,SOW_after_MARKUP,MARKUP,contextual_event,0.14324324324324333,0.2567567567567568,0.18648648648648636,-0.03513513513513522
2024-10-21,AFMC,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.007731362170336986,-0.012360920356167426,0.024366907918087488,0.012947331059705913
2024-05-16,AFRI,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.020890099909173565,0.009082652134423164,-0.0009082652134423386,0.016348773841961872
2024-03-14,AFRM,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.12238180730101722,0.1149012567324954,-0.023937761819269987,-0.05475763016157997
2024-11-06,AFSM,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.017954960438222645,-0.03628423615337795,-0.006987218502738868,-0.0782318928788801
2024-03-14,AFYA,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.041399704287826466,-0.08427796944307542,-0.1641202562838836,-0.09955643173977324
2025-10-06,AG,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.09034267912772598,0.11838006230529596,-0.024922118380062308,0.23909657320872268
2025-11-10,AGAE,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.20318725099601598,-0.22443559096945553,-0.2993739328400683,
2024-04-10,AGCO,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.07282443965861063,-0.053282284438063376,-0.09124990029512636,-0.17364600781686212
2024-11-12,AGEN,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.17230273752012892,0.08856682769726243,0.0531400966183575,0.0161030595813203
2025-07-25,AGH,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.25531914893617014,0.123404255319149,0.5319148936170213,-0.042553191489361764
2025-10-02,AGI,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.047951176983434984,0.08892763731473408,-0.09793664632374299,0.08979947689625112
2024-07-23,AGM,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.04098436918496462,-0.1800800148864905,-0.13346669147748413,-0.13258280610346107
2025-10-06,AGM,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.03523585804075946,0.01142784585105705,0.0037457939178464628,0.10627896641483092
2025-09-15,AGMI,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.0230739733250247,0.07921604812520222,0.14782881360671385,0.07814353677096175
2024-10-17,AGNCL,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.010200078462141993,-0.0035307963907414974,-0.013338564142801101,-0.014123185562965879
2025-11-11,AGNG,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.011993704301396457,0.04596258442412293,0.02262409954717648,
2024-05-08,AGO,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.056652046783625676,-0.07480506822612087,-0.0550682261208576,-0.06554580896686157
2024-08-15,AGOX,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.0005285829514836138,-0.029329489093686156,-0.025172904975201194,0.014783160857402722
2025-11-28,AGRH,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.002100038182512365,-0.001145475372279492,,
2025-11-12,AGX,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.016612752892154026,0.0434234333022645,-0.09370031251713351,
2024-03-07,AHCO,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.07390510948905116,0.010948905109488871,-0.04470802919708028,-0.06386861313868619
2024-08-06,AHCO,SOW_after_MARKUP,MARKUP,contextual_event,0.1200923787528867,0.1535796766743649,0.2967667436489607,0.2494226327944573
2024-05-23,AHG,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.11999999999999988,-0.34392,-0.39592000000000005,-0.17599999999999993
2025-11-06,AHH,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.009646302250803984,-0.030546623794212135,0.03858520900321549,
2025-09-10,AHYB,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.002115281788044099,0.0029986097743557316,-0.0023526895519195845,-0.007635547000320764
2024-10-30,AIBD,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.073727149942311,-0.10384575425012443,-0.09614659033120632,-0.1819638336149434
2025-07-29,AIHS,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.05301645338208405,-0.19561243144424123,-0.19561243144424123,-0.19561243144424123
2025-10-14,AII,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.061215932914046145,-0.004192872117400492,0.09811320754716979,-0.16394129979035643
2025-06-17,AIM,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.11330049261083752,-0.09671921182266008,-0.1472906403940888,-0.7467980295566503
2024-12-18,AIMD,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.05274725274725256,0.16307692307692312,0.3516483516483515,0.4505494505494505
2024-05-02,AIP,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.4198988195615514,0.37268128161888714,0.3777403035413154,0.19730185497470498
2025-08-05,AIP,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.23384615384615381,-0.30153846153846153,-0.3207692307692308,-0.1923076923076923
2025-06-13,AIRE,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.20381861575178994,-0.2711217183770883,-0.4799522673031026,-0.2100238663484486
2024-02-28,AIRI,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.0630785207928839,-0.08565494197859769,0.10398699598139682,0.08592585903282601
2025-09-17,AIRR,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.018228885772840098,0.045086829899687375,0.04810700032358972,0.0574911012835726
2024-03-13,AISP,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.02383316782522349,-0.24031777557100298,-0.14200595829195628,-0.47070506454816285
2024-08-16,AISP,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.05042016806722682,-0.12885154061624648,-0.26610644257703076,-0.39495798319327724
2025-09-19,AIVC,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.01797189386317899,0.02805426307847081,0.05110035211267605,0.056180835010060326
2024-11-14,AIVL,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.009445015747664653,0.027097986663752405,-0.013910437172371504,-0.03436090279444903
2024-02-27,AIXI,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.2098765432098766,-0.2098765432098766,-0.2880658436213992,-0.49382716049382724
2024-12-10,AIZ,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.01474735333549071,-0.004068235402894027,-0.08039387915491658,-0.017474920253340076
2025-07-18,AJAN,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,0.0022373426119774997,0.0008145843776721229,0.00715802199746407,0.011017161560463506
2024-04-15,AJG,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.0233960963419364,0.006290663104830063,0.07501400318841833,0.103537420828127
2024-05-01,AKA,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,0.09424083769633484,0.544502617801047,-0.1952879581151834,-0.20157068062827233
2025-04-08,AKAM,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.09236182377950475,0.11230024923031823,0.21477789180472073,0.11625861310658281
2024-05-23,AKAN,SOS_after_MARKDOWN,MARKDOWN,contextual_event,0.08786610878661083,-0.07112970711297073,-0.01673640167364021,-0.15062761506276168
2024-07-11,AKBA,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.07086614173228356,0.16535433070866135,-0.06299212598425208,0.06299212598425208
2024-05-02,AKO.B,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.0506963788300836,0.058495821727019504,0.0824512534818942,-0.05348189415041793
2025-12-02,AKTX,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.01621308627678042,-0.26577880718008107,,
2025-09-08,ALAB,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.07029153169828772,0.09810273021749194,0.02179546506247121,-0.11355853771402125
2024-02-26,ALAR,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.09615384615384626,0.02115384615384608,0.4275641025641026,0.6871794871794872
2024-10-28,ALBT,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.47906976744186036,-0.20465116279069762,-0.37209302325581384,-0.04651162790697683
2024-07-12,ALC,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.018857641159799376,0.017767604098539502,0.012862437322868958,0.05177676040985402
2025-01-06,ALCO,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.05543166613571204,-0.013698630136986245,-0.028671551449506283,-0.10672188595093979
2025-06-16,ALDF,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.0028544243577544037,-0.004757373929590747,-0.004757373929590747,-0.008563273073263544
2024-09-04,ALDX,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.020569620253164556,-0.07120253164556967,-0.16139240506329122,-0.15506329113924056
2025-06-11,ALDX,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.07094594594594583,0.30743243243243246,0.570945945945946,0.777027027027027
2024-08-08,ALGM,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.09503051438535315,0.05928509154315598,-0.07279860505666969,-0.06495204882301664
2025-07-31,ALGN,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.0756530501511512,0.10751104565537561,0.09394620572048673,-0.021858770637934954
2024-11-06,ALGT,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.0090699878164342,-0.015838635440639015,0.09814539055096794,0.3282794097739272
2025-11-17,ALL,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.015104440514315698,-0.0014339658716122639,0.0014339658716122639,
2025-07-09,ALLT,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.15512195121951222,-0.2195121951219512,-0.2526829268292683,-0.18048780487804872
2024-09-10,ALLY,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.033363942454851525,0.046219773492500726,0.06764615855524947,0.07805325987144163
2025-07-29,ALMU,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.06155218554861741,-0.11016949152542388,-0.07002676181980372,-0.1458519179304194
2025-10-23,ALNT,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.014336917562723928,-0.09462365591397837,-0.1327956989247311,-0.01308243727598557
2024-06-17,ALOT,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.14585987261146494,-0.057324840764331086,-0.01719745222929936,-0.09422292993630565
2024-04-26,ALSN,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.005772586924419287,0.027251980131561382,0.0175862531883475,0.010739696603571103
2024-05-07,ALTO,SOW_after_MARKUP,MARKUP,contextual_event,0.005681818181818121,-0.051136363636363646,-0.17613636363636365,-0.17329545454545447
2025-11-03,ALVO,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.08946322067594425,0.021868787276341894,-0.08548707753479134,
2024-09-27,ALX,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.06046909357439545,-0.06987539701930134,-0.08253929473084132,-0.0956511116540435
2025-10-02,AM,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.021309771309771297,-0.06652806652806642,-0.09095634095634098,-0.06392931392931378
2024-07-11,AMAT,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.09786122855011181,-0.16140263616015915,-0.21018817872834283,-0.27567769211638893
2024-08-05,AMAX,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.027685492801771794,0.06527184517217721,0.05864051046775276,0.06438854611612088
2025-07-29,AMDG,SOS_after_ACCUMULATION,ACCUMULATION,contextual_event,-0.03864734299516914,-0.043075684380032175,-0.14291465378421908,-0.21738727858293072
2024-06-17,AMG,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.0541751795953338,0.04138930995847878,0.13701970605681169,0.10419824688591572
2025-12-02,AMG,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.018409978960024054,0.026262398557258537,,
2024-07-25,AMGN,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.0036793299431647775,-0.028746634759198364,-0.029225246784325587,0.009213281483697155
2024-03-14,AMID,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,0.03777166897012574,0.03974606260346558,-0.00915814893003064,-0.0006530686633355876
2024-07-03,AMIX,SOW_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.0958690568978956,1.1044427123928298,0.6056118472330476,-0.10491036632891648
2025-09-26,AMLX,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.07575757575757569,-0.017906336088154284,-0.024104683195592225,0.010330578512396826
2024-07-30,AMN,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.09419544452608375,-0.22248346803820718,-0.22953710506980163,-0.39647318148420274
2025-04-07,AMOM,SOW_after_ACCUMULATION,ACCUMULATION,contextual_event,0.08466897947383645,0.07135010118531349,0.15842150910667807,0.2549494073431626
2025-01-28,AMP,SOS_after_DISTRIBUTION,DISTRIBUTION,contextual_event,-0.06372411863458316,-0.0752658086177953,-0.08143886401790723,-0.1166934806939004
2024-12-24,AMPG,SOS_after_MARKDOWN,MARKDOWN,contextual_event,0.2400990099009901,-0.40594059405940597,-0.5643564356435644,-0.5792079207920793
